web-scraper-order,web-scraper-start-url,party,won,won-href,leading,total,Sno,constituency,constituency-href,winning_candidate,total_votes,margin,name,status,party_name
"1719856186-67","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Mumbai North West(27)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1327.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","RAVINDRA DATTARAM WAIKAR","won
                            452644 (+ 48)","Shiv Sena"
"1719856188-68","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Thane(25)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1325.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","NARESH GANPAT MHASKE","won
                            734231 (+ 217011)","Shiv Sena"
"1719856190-69","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Kalyan(24)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1324.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","DR SHRIKANT EKNATH SHINDE","won
                            589636 (+ 209144)","Shiv Sena"
"1719856192-70","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Aurangabad(19)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1319.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","BHUMARE SANDIPANRAO ASARAM","won
                            476130 (+ 134650)","Shiv Sena"
"1719856195-71","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","7","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3529.htm","0","240","1","Buldhana(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S135.htm","JADHAV PRATAPRAO GANPATRAO","349867","29479","JADHAV PRATAPRAO GANPATRAO","won
                            349867 (+ 29479)","Shiv Sena"
"1719856199-72","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Madha(43)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1343.htm","AMAR SHARADRAO KALE","533106","81648","MOHITE-PATIL DHAIRYASHEEL RAJSINH","won
                            622213 (+ 120837)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856201-73","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Beed(39)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1339.htm","AMAR SHARADRAO KALE","533106","81648","BAJRANG MANOHAR SONWANE","won
                            683950 (+ 6553)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856204-74","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Ahmednagar(37)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1337.htm","AMAR SHARADRAO KALE","533106","81648","NILESH DNYANDEV LANKE","won
                            624797 (+ 28929)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856206-75","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Shirur(36)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1336.htm","AMAR SHARADRAO KALE","533106","81648","DR. AMOL RAMSING KOLHE","won
                            698692 (+ 140951)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856208-76","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Baramati(35)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1335.htm","AMAR SHARADRAO KALE","533106","81648","SUPRIYA SULE","won
                            732312 (+ 158333)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856210-77","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Bhiwandi(23)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1323.htm","AMAR SHARADRAO KALE","533106","81648","BALYA MAMA - SURESH GOPINATH MHATRE","won
                            499464 (+ 66121)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856213-78","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Dindori (20)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1320.htm","AMAR SHARADRAO KALE","533106","81648","BHASKAR MURLIDHAR BHAGARE","won
                            577339 (+ 113199)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856215-79","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","8","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3620.htm","0","240","1","Wardha(8)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S138.htm","AMAR SHARADRAO KALE","533106","81648","AMAR SHARADRAO KALE","won
                            533106 (+ 81648)","Nationalist Congress Party – Sharadchandra Pawar"
"1719856219-80","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Osmanabad(40)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1340.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR","won
                            748752 (+ 329846)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856221-81","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Shirdi (38)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1338.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","BHAUSAHEB RAJARAM WAKCHAURE","won
                            476900 (+ 50529)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856224-82","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Mumbai South(31)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1331.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","ARVIND GANPAT SAWANT","won
                            395655 (+ 52673)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856226-83","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Mumbai South Central(30)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1330.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","ANIL YESHWANT DESAI","won
                            395138 (+ 53384)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856228-84","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Mumbai North East(28)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1328.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","SANJAY DINA PATIL","won
                            450937 (+ 29861)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856230-85","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Nashik(21)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1321.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","RAJABHAU (PARAG) PRAKASH WAJE","won
                            616729 (+ 162001)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856232-86","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Parbhani(17)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1317.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","JADHAV SANJAY ( BANDU ) HARIBHAU","won
                            601343 (+ 134061)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856235-87","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Hingoli(15)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1315.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","AASHTIKAR PATIL NAGESH BAPURAO","won
                            492535 (+ 108602)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856237-88","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","9","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-3369.htm","0","240","1","Yavatmal- Washim(14)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S1314.htm","SANJAY UTTAMRAO DESHMUKH","594807","94473","SANJAY UTTAMRAO DESHMUKH","won
                            594807 (+ 94473)","Shiv Sena (Uddhav Balasaheb Thackrey)"
"1719856241-89","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Nalanda(29)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0429.htm","SUNIL KUMAR","523422","98675","KAUSHALENDRA KUMAR","won
                            559422 (+ 169114)","Janata Dal  (United)"
"1719856244-90","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Munger(28)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0428.htm","SUNIL KUMAR","523422","98675","RAJIV RANJAN SINGH ALIAS LALAN SINGH","won
                            550146 (+ 80870)","Janata Dal  (United)"
"1719856246-91","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Banka(27)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0427.htm","SUNIL KUMAR","523422","98675","GIRIDHARI YADAV","won
                            506678 (+ 103844)","Janata Dal  (United)"
"1719856248-92","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Bhagalpur(26)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0426.htm","SUNIL KUMAR","523422","98675","AJAY KUMAR MANDAL","won
                            536031 (+ 104868)","Janata Dal  (United)"
"1719856250-93","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Siwan(18)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0418.htm","SUNIL KUMAR","523422","98675","VIJAYLAKSHMI DEVI","won
                            386508 (+ 92857)","Janata Dal  (United)"
"1719856253-94","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Gopalganj(17)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0417.htm","SUNIL KUMAR","523422","98675","DR. ALOK KUMAR SUMAN","won
                            511866 (+ 127180)","Janata Dal  (United)"
"1719856255-95","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Madhepura(13)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0413.htm","SUNIL KUMAR","523422","98675","DINESH CHANDRA YADAV","won
                            640649 (+ 174534)","Janata Dal  (United)"
"1719856257-96","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Supaul(8)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S048.htm","SUNIL KUMAR","523422","98675","DILESHWAR KAMAIT","won
                            595038 (+ 169803)","Janata Dal  (United)"
"1719856259-97","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Jhanjharpur(7)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S047.htm","SUNIL KUMAR","523422","98675","RAMPRIT MANDAL","won
                            533032 (+ 184169)","Janata Dal  (United)"
"1719856262-98","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Sitamarhi(5)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S045.htm","SUNIL KUMAR","523422","98675","DEVESH CHANDRA THAKUR","won
                            515719 (+ 51356)","Janata Dal  (United)"
"1719856264-99","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Sheohar(4)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S044.htm","SUNIL KUMAR","523422","98675","LOVELY ANAND","won
                            476612 (+ 29143)","Janata Dal  (United)"
"1719856266-100","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","12","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-805.htm","0","240","1","Valmiki Nagar (1)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S041.htm","SUNIL KUMAR","523422","98675","SUNIL KUMAR","won
                            523422 (+ 98675)","Janata Dal  (United)"
"1719856271-101","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Chittoor(SC)(25)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0125.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","DAGGUMALLA PRASADA RAO","won
                            778071 (+ 220479)","Telugu Desam"
"1719856273-102","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Nellore(22)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0122.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","PRABHAKAR REDDY VEMIREDDY","won
                            766202 (+ 245902)","Telugu Desam"
"1719856275-103","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Hindupur(20)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0120.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","B K PARTHASARATHI","won
                            725534 (+ 132427)","Telugu Desam"
"1719856277-104","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Ananthapur(19)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0119.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","AMBICA G LAKSHMINARAYANA VALMIKI","won
                            768245 (+ 188555)","Telugu Desam"
"1719856280-105","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Kurnoolu(18)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0118.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","BASTIPATI NAGARAJU PANCHALINGALA","won
                            658914 (+ 111298)","Telugu Desam"
"1719856282-106","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Nandyal(17)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0117.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","DR BYREDDY SHABARI","won
                            701131 (+ 111975)","Telugu Desam"
"1719856284-107","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Ongole(16)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0116.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","MAGUNTA SREENIVASULU REDDY","won
                            701894 (+ 50199)","Telugu Desam"
"1719856286-108","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Bapatla (SC)(15)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0115.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","KRISHNA PRASAD TENNETI","won
                            717493 (+ 208031)","Telugu Desam"
"1719856288-109","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Narsaraopet(14)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0114.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","LAVU SRIKRISHNA DEVARAYALU","won
                            807996 (+ 159729)","Telugu Desam"
"1719856291-110","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Guntur(13)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0113.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","DR CHANDRA SEKHAR PEMMASANI","won
                            864948 (+ 344695)","Telugu Desam"
"1719856293-111","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Vijayawada(12)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0112.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","KESINENI SIVANATH (CHINNI)","won
                            794154 (+ 282085)","Telugu Desam"
"1719856295-112","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Eluru(10)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S0110.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","PUTTA MAHESH KUMAR","won
                            746351 (+ 181857)","Telugu Desam"
"1719856297-113","https://results.eci.gov.in/PcResultGenJune2024/index.htm","Bharatiya Janata Party - BJP","16","https://results.eci.gov.in/PcResultGenJune2024/partywisewinresultState-1745.htm","0","240","1","Amalapuram (SC)(7)","https://results.eci.gov.in/PcResultGenJune2024/candidateswise-S017.htm","KINJARAPU RAMMOHAN NAIDU","754328","327901","G M HARISH (BALAYOGI)","won
                            796981 (+ 342196)","Telugu Desam"
